theta_H,phi_H,theta_V,phi_V,R,G,B
0.579457,5.606302,0.493653,6.262807,0.001081,0.001058,0.001001
0.115060,1.382340,0.206875,4.602081,2.694502,2.637775,2.495960
0.294085,4.580029,0.509185,2.441234,1.714196,1.678138,1.587993
0.462838,1.486403,0.998928,0.021717,2.470074,2.419408,2.292743
0.825094,4.601196,1.118636,4.901940,0.218902,0.214293,0.202772
0.528682,3.229251,0.138849,4.454650,0.000697,0.000683,0.000646
0.612738,1.695827,1.229145,1.772390,0.400950,0.392511,0.371413
0.235841,4.736610,0.789293,1.255830,7.608473,7.452222,7.061593
0.597132,5.658840,0.738580,0.421828,0.001133,0.001110,0.001050
1.080141,0.507273,1.052648,0.994096,0.000339,0.000332,0.000314
0.624376,6.016543,1.132761,5.488223,0.000567,0.000555,0.000525
0.123009,4.291746,0.573623,1.218546,1.464399,1.433592,1.356574
0.120104,2.084534,1.430984,2.188385,6.518742,6.413968,6.152034
0.412781,5.287581,0.836457,4.364009,0.016262,0.015920,0.015064
0.689497,4.525339,0.361998,3.188028,0.150832,0.147659,0.139725
0.325314,1.747571,1.096766,0.925437,1.337493,1.309552,1.239699
0.115856,1.398003,0.813755,5.514324,5.955332,5.830812,5.519510
0.093402,1.838203,0.292384,2.662747,2.444823,2.393353,2.264678
0.053426,2.143789,1.042116,4.804194,7.822117,7.665178,7.272830
0.622538,0.313266,0.811634,5.862097,0.000473,0.000463,0.000438
0.557511,1.559903,1.142441,1.368626,1.293647,1.266418,1.198343
0.270750,1.639677,0.631011,4.123252,4.004138,3.920286,3.710654
0.546426,4.747348,1.342220,6.195603,11.715405,11.527457,11.057586
0.222572,1.255489,0.679389,0.886893,0.520948,0.509981,0.482563
0.313157,1.729512,0.501418,5.200646,1.442731,1.412444,1.336725
1.088947,4.997937,0.991153,4.263494,0.028906,0.028298,0.026777
0.480663,1.588880,1.101825,1.645410,1.608958,1.575094,1.490432
0.977497,4.074929,0.931084,4.150412,0.001091,0.001068,0.001011
0.005282,2.005985,1.295046,1.106162,31.326929,30.804621,29.498852
0.592321,5.566180,1.334014,5.622118,0.002558,0.002504,0.002370
1.083528,0.323229,1.355214,1.285009,0.000401,0.000393,0.000372
0.435581,4.886852,0.290225,1.180401,0.482974,0.472813,0.447412
0.584858,4.656930,0.782283,3.681843,0.908700,0.889575,0.841761
0.498832,1.815502,0.805673,2.457556,0.110242,0.107922,0.102119
0.367688,4.653125,0.611543,5.414208,1.490297,1.458922,1.380486
0.146949,2.234973,0.647420,5.142767,0.398728,0.390354,0.369419
0.055905,1.961858,0.966352,1.273149,6.538673,6.402447,6.061881
0.723967,0.916661,0.818719,0.919794,0.001452,0.001422,0.001345
0.553056,5.793851,0.461290,4.833909,0.000875,0.000856,0.000810
0.446106,1.558260,0.878685,3.687147,7.578489,7.431970,7.065671
0.817974,1.557132,0.622995,1.909838,0.570594,0.558582,0.528551
0.448211,4.892675,0.341986,1.212506,0.475149,0.465162,0.440197
0.260141,1.502864,0.725427,2.520450,2.820961,2.761587,2.613151
0.893077,1.435028,0.865352,1.656422,0.121395,0.118840,0.112450
0.068685,0.633134,1.015904,0.042155,2.327384,2.279109,2.158422
0.023804,5.504898,0.774298,1.941798,5.802732,5.680884,5.376265
0.370634,5.820274,0.739719,0.428023,0.003247,0.003179,0.003008
0.627383,2.856045,0.145536,2.872761,0.000518,0.000507,0.000480
0.666891,4.727428,1.486107,4.680321,1.681259,1.645985,1.557800
0.102454,0.959323,0.943011,5.049200,1.962302,1.921924,1.820981
0.166023,4.300682,0.273199,4.135205,0.478311,0.468241,0.443067
0.147854,4.762010,0.410109,1.552397,4.057860,3.972438,3.758885
0.696810,0.336502,1.261638,0.203793,0.000567,0.000555,0.000525
0.841231,4.730067,0.415497,3.725847,1.035808,1.014016,0.959536
0.991888,4.708658,1.098852,3.534635,1.888955,1.850078,1.752888
0.259746,4.773149,0.483287,3.236596,2.615005,2.559956,2.422332
0.732513,4.608706,0.553438,3.935630,0.293322,0.287147,0.271709
0.137624,1.524724,1.077451,3.922087,17.934652,17.593254,16.739761
0.077750,4.343850,1.181933,1.142170,15.265683,14.998210,14.329525
0.606034,1.563757,0.557054,2.220780,0.842078,0.824350,0.780030
0.781270,5.761463,0.330420,0.700652,0.000807,0.000790,0.000748
0.161927,1.091174,0.612066,5.290512,0.581032,0.568809,0.538253
0.554678,1.475961,0.569321,2.950691,0.823234,0.805924,0.762646
0.556083,3.806257,0.825796,4.925249,0.001820,0.001781,0.001686
0.658431,5.958221,1.139760,5.338101,0.000536,0.000524,0.000496
0.648360,1.665131,0.577038,2.885094,0.554600,0.542930,0.513756
0.863525,5.791344,0.477497,5.618963,0.000395,0.000387,0.000366
0.181758,1.810880,1.245001,5.813833,21.446932,21.145494,20.391903
0.024196,4.335660,0.757625,3.871120,6.260243,6.128610,5.799527
0.992722,6.070234,0.870588,0.087007,0.000191,0.000187,0.000177
0.755971,3.834896,1.181830,3.779292,0.000762,0.000746,0.000706
0.168982,1.177139,0.376319,6.170545,0.571113,0.559089,0.529031
0.338993,1.573869,0.510211,4.598180,3.802177,3.722505,3.523324
0.467729,0.810635,0.554222,0.728108,0.002955,0.002893,0.002737
0.273299,5.849963,0.925371,5.418477,0.010745,0.010519,0.009954
0.445515,5.814853,0.454709,5.193686,0.001368,0.001339,0.001267
0.078904,1.060607,0.953491,5.343325,4.293674,4.205029,3.983419
1.114857,4.031334,1.261037,3.021904,0.002220,0.002174,0.002059
0.722306,2.621244,0.522456,3.011807,0.000420,0.000411,0.000389
0.124086,4.735286,0.546238,4.423370,3.901578,3.819440,3.614095
0.384309,4.905513,0.182504,1.693066,0.432467,0.423363,0.400604
0.205499,4.888840,0.202465,0.211942,1.437587,1.407322,1.331660
1.021043,0.447352,1.339875,0.654181,0.000321,0.000314,0.000297
0.116817,3.708846,0.971209,3.352341,0.384708,0.376653,0.356516
0.386989,2.097988,0.718901,0.904135,0.027397,0.026820,0.025379
0.272878,4.752141,0.941442,4.918128,3.203766,3.136354,2.967823
0.966259,3.887263,0.864639,4.799391,0.001198,0.001173,0.001110
1.219694,1.144245,1.418641,2.232820,0.019614,0.019217,0.018225
0.755144,4.132261,0.615420,4.600603,0.002240,0.002192,0.002075
0.430919,2.781577,0.323343,2.415166,0.001224,0.001198,0.001134
0.216286,1.816691,0.575463,6.060578,1.251144,1.224823,1.159021
0.070402,1.427281,0.970518,4.202161,11.150322,10.922599,10.353291
0.127099,2.053386,0.835024,4.437101,1.602396,1.569036,1.485637
0.241114,4.717441,1.313701,0.050973,41.571949,40.932831,39.335030
0.191120,5.068911,0.877525,4.514771,0.777275,0.760927,0.720059
0.389157,1.553977,1.146160,0.812098,3.480805,3.408017,3.226048
0.495178,5.674870,0.725728,4.350821,0.002324,0.002275,0.002153
0.378572,1.720709,0.850778,3.024149,1.073097,1.050578,0.994280
0.846243,1.837603,1.425102,2.061657,0.041157,0.040291,0.038125
0.817558,0.906183,1.012526,0.876779,0.001176,0.001152,0.001090
0.084928,1.622512,0.959797,3.246496,10.730467,10.508141,9.952325
0.613776,1.607915,0.537853,0.244021,1.170446,1.145825,1.084271
0.086896,2.360135,0.964647,4.733776,1.865396,1.827218,1.731773
0.654053,1.506483,0.677265,1.382239,0.459555,0.449880,0.425693
0.094753,0.243813,0.345937,1.449278,0.220659,0.216014,0.204400
0.306444,1.779561,1.043064,1.626242,0.819084,0.801863,0.758809
0.423952,1.399451,1.281918,1.786899,0.794841,0.778239,0.736732
0.303210,1.567305,0.936383,3.811399,10.341735,10.139565,9.634143
0.320649,3.020081,1.097778,4.067489,0.007160,0.007012,0.006641
0.150654,4.734841,0.769029,5.437319,4.823103,4.721607,4.467868
0.762726,4.245932,0.275020,3.166315,0.007687,0.007525,0.007121
0.111370,2.665715,0.488091,1.937796,0.186463,0.182538,0.172724
0.115076,4.654826,0.787931,0.156292,6.899284,6.754522,6.392618
0.584199,4.740987,1.285471,3.184622,13.144567,12.939585,12.427127
0.224247,1.434819,0.907823,6.274065,3.886720,3.805557,3.602649
0.777527,1.798140,0.928141,2.707740,0.064047,0.062699,0.059331
0.776769,0.108910,0.628978,0.459422,0.000216,0.000211,0.000200
0.635690,2.144662,0.832458,1.452084,0.003771,0.003692,0.003493
0.318820,1.326213,0.230447,5.385168,0.372109,0.364276,0.344691
0.016515,2.485633,0.774133,0.302578,6.548367,6.410813,6.066928
0.057184,1.085811,0.745639,0.827859,3.694094,3.616375,3.422078
0.228397,1.425489,0.973390,1.208604,2.520275,2.467296,2.334848
0.610220,4.835757,0.959570,5.332594,0.325339,0.318490,0.301367
0.384561,1.716041,0.572257,2.970205,0.725110,0.709846,0.671686
0.483084,1.818333,1.056331,2.402992,0.158604,0.155267,0.146925
0.787351,2.650661,1.326580,2.908568,0.000643,0.000630,0.000596
0.027822,5.130887,1.399815,4.548438,41.540604,40.975616,39.563145
0.353802,2.867561,0.638241,1.598757,0.003032,0.002968,0.002808
0.276213,1.525992,0.458579,1.374910,2.001971,1.959824,1.854457
0.543263,1.606216,0.938295,1.168751,1.017323,0.995906,0.942364
0.167560,1.426537,0.486381,5.361228,3.010083,2.946727,2.788336
0.644521,5.373666,1.137023,4.385404,0.004093,0.004008,0.003794
0.037131,3.037926,0.581299,4.322863,2.181510,2.135589,2.020785
0.472835,0.637876,0.703753,0.187941,0.001782,0.001745,0.001651
0.073866,4.957664,1.236362,0.855491,24.372015,23.957220,22.920227
0.099269,2.251745,0.994404,4.826422,2.084343,2.042349,1.937366
0.142200,4.454920,1.170305,0.476814,14.703169,14.448495,13.811807
0.185119,6.047544,0.184506,3.792824,0.023103,0.022616,0.021401
0.772357,0.078462,1.083558,0.033445,0.000239,0.000234,0.000221
0.262533,1.597370,0.579610,5.845870,3.821367,3.741009,3.540115
0.735347,3.277596,1.074256,2.704926,0.000309,0.000303,0.000286
0.124990,2.982770,0.573723,2.355363,0.096846,0.094808,0.089710
0.188426,1.286104,1.067692,0.343496,2.336393,2.287966,2.166898
0.209968,4.539863,1.063849,5.861236,4.759829,4.662311,4.418516
0.732636,3.857938,0.685186,5.149246,0.001731,0.001695,0.001604
0.562469,4.635171,0.831683,3.270341,1.224515,1.198878,1.134783
0.034732,2.676202,0.642152,5.294115,3.116663,3.051083,2.887132
0.433787,1.841414,0.442753,1.714080,0.095249,0.093244,0.088231
0.244458,5.426486,1.362359,5.024999,0.151507,0.148540,0.141121
0.254907,3.097057,0.462918,3.317824,0.006132,0.006003,0.005680
0.130032,5.141903,0.818661,2.313041,2.092026,2.048538,1.939817
0.155610,1.425707,0.386924,4.373275,2.940098,2.878205,2.723472
0.288524,1.844483,0.700945,4.190819,0.745524,0.729989,0.691152
0.762686,2.716473,1.452203,2.717576,0.000917,0.000898,0.000849
1.017808,2.987740,1.271597,3.009812,0.000218,0.000214,0.000202
0.352491,1.594444,0.717128,4.388213,6.076406,5.952938,5.644269
0.306140,5.322986,0.418233,4.449655,0.026106,0.025557,0.024183
0.213007,1.292858,0.944638,5.294726,2.420103,2.371586,2.250294
0.102368,2.191830,0.767008,5.286253,1.436135,1.406079,1.330939
0.555715,5.017386,0.997887,4.780491,0.043252,0.042342,0.040065
0.963367,1.475023,1.439772,1.225632,0.343888,0.336648,0.318550
0.769169,2.405146,1.092570,3.610142,0.001660,0.001625,0.001540
0.434942,4.670604,0.714551,5.780286,1.640630,1.606100,1.519775
1.194247,3.048605,1.119184,3.697983,0.000300,0.000293,0.000277
0.204035,1.512857,1.310746,0.628757,15.902647,15.601047,14.847047
0.682469,1.748121,0.394911,2.718004,0.137082,0.134197,0.126982
0.614509,0.457339,0.972367,1.222215,0.000708,0.000693,0.000656
0.977414,4.233144,0.863246,3.924391,0.002995,0.002932,0.002774
0.871244,3.440604,0.429213,4.290384,0.000744,0.000728,0.000689
0.042263,2.301233,1.100517,5.245107,10.071820,9.874916,9.382653
0.455880,4.497381,0.826010,2.455584,0.693339,0.679435,0.644675
0.492712,6.093671,0.954677,6.176389,0.000862,0.000844,0.000798
0.070285,5.808808,0.596121,4.515137,0.802124,0.785239,0.743027
0.295468,4.484807,0.437074,3.028601,0.530904,0.519727,0.491786
0.078687,1.201386,0.836922,1.811409,3.825123,3.744752,3.543824
0.793327,5.739568,1.333898,4.552993,0.001261,0.001236,0.001174
0.403141,1.336908,0.970047,0.988546,0.259584,0.254120,0.240460
0.826954,5.389428,1.233217,5.315270,0.001375,0.001346,0.001273
0.052997,5.601864,0.600157,1.958894,2.032130,1.989364,1.882448
0.097803,5.377633,1.326381,2.395362,14.612339,14.447315,14.034756
0.079228,5.218397,0.351335,4.424324,1.593946,1.560390,1.476498
0.202788,1.652610,0.494723,5.998429,3.270717,3.201871,3.029755
0.418037,0.620967,0.183274,6.267509,0.002461,0.002409,0.002279
0.351200,4.944702,1.178289,5.233865,0.589139,0.576793,0.545925
0.314240,5.817521,0.371516,0.962667,0.005084,0.004977,0.004709
0.162793,5.089067,0.517049,2.813894,0.923399,0.903965,0.855379
0.428696,4.719725,1.164728,5.044552,2.444293,2.392926,2.264507
0.336817,4.771067,0.783143,0.996266,5.770627,5.653950,5.362257
0.048959,4.545946,0.648849,1.796519,5.659739,5.540670,5.242997
0.196270,1.631028,0.580356,4.471994,4.604793,4.508032,4.266129
0.876649,5.940772,1.352209,6.129848,0.000421,0.000412,0.000390
0.837131,1.694224,1.286350,2.119411,0.242313,0.237212,0.224460
0.076733,4.939225,0.526445,2.273603,4.120034,4.033310,3.816501
0.784162,1.533551,1.100812,1.985807,0.608418,0.595609,0.563588
0.649882,4.825049,0.590209,4.891746,0.255144,0.249772,0.236344
0.248170,4.749748,0.433080,4.302032,2.318544,2.269732,2.147704
0.128344,5.288359,0.033790,4.475727,0.431612,0.422526,0.399809
0.662974,0.363735,0.494754,0.228908,0.000357,0.000350,0.000331
0.329578,4.550118,1.087886,5.626561,1.789431,1.752306,1.659493
0.095811,4.154802,0.674608,0.927257,1.678692,1.643418,1.555232
0.207048,4.487299,0.785169,5.244082,1.438945,1.408662,1.332955
0.777227,4.858124,1.378435,4.214071,0.278384,0.272541,0.257936
0.173137,1.406855,1.091681,3.332616,11.126601,10.911300,10.373044
0.897434,1.319331,1.489082,0.650481,0.081517,0.079809,0.075539
0.257254,1.720236,0.771415,3.112992,2.098408,2.054304,1.944046
0.052643,3.676432,0.642041,3.013193,1.678465,1.643135,1.554810
0.720211,1.568985,0.826161,2.328378,0.789504,0.772884,0.731334
0.597668,1.927049,0.657111,2.950609,0.024064,0.023558,0.022291
0.114346,0.654901,0.689726,2.320449,0.351906,0.344504,0.325998
0.710632,1.550380,0.351855,1.628355,0.683933,0.669535,0.633538
0.219855,1.526170,1.010123,1.572554,4.600183,4.503570,4.262040
0.164339,1.514723,0.979509,1.014090,5.995475,5.869781,5.555548
0.029832,4.128729,0.400982,4.905938,3.512320,3.438377,3.253518
0.373801,1.900464,0.433679,2.592901,0.089584,0.087698,0.082983
0.040582,4.039473,1.303301,2.858379,28.469608,27.991955,26.797823
0.779638,5.917387,1.109067,0.044620,0.000336,0.000329,0.000312
0.362251,1.474307,1.039501,3.420415,7.650125,7.506923,7.148917
0.253450,1.400135,1.088062,1.444145,2.039420,1.996659,1.889755
0.025829,5.600193,0.702837,1.670905,4.694169,4.595444,4.348631
0.268468,0.254899,0.514684,0.088760,0.005840,0.005717,0.005409
0.706552,0.853617,0.212286,5.135012,0.003286,0.003217,0.003044
0.550481,2.977284,0.982454,1.218475,0.002713,0.002660,0.002530
0.545996,0.045090,1.102491,0.693342,0.000789,0.000772,0.000730
0.007226,5.112473,0.860427,2.711373,8.760897,8.577505,8.119025
0.200016,4.765787,1.049593,1.936966,17.321928,17.011026,16.233767
0.104492,1.814912,0.724453,0.858348,3.548788,3.474113,3.287426
0.585415,0.823551,1.007237,1.501195,0.002350,0.002301,0.002177
0.327603,4.740029,0.761908,1.881712,7.026181,6.884651,6.530826
0.438273,4.610516,1.473988,4.586282,2.518613,2.467167,2.338553
0.485755,6.116936,1.083043,5.784172,0.001112,0.001089,0.001030
0.053249,4.154671,0.592409,3.000938,3.039893,2.975902,2.815925
0.088870,0.285944,0.958198,5.422508,0.637342,0.624064,0.590870
0.054056,4.538748,1.291636,0.256760,49.723946,48.929531,46.943497
1.118106,2.085654,1.431727,3.076536,0.009618,0.009419,0.008923
0.426289,4.880510,1.067188,4.012357,0.685319,0.670948,0.635020
0.180568,1.861260,1.029716,3.430440,2.993904,2.932805,2.780057
0.125090,1.602338,1.254620,2.066412,15.360284,15.060238,14.310122
0.757135,3.230727,0.529193,3.675761,0.000244,0.000239,0.000226
0.054899,5.044569,0.740017,3.769411,5.098684,4.991458,4.723392
0.285665,4.719801,1.331034,5.851572,16.716257,16.408985,15.640804
0.434095,1.575943,1.024554,2.396371,2.385668,2.335540,2.210221
0.073938,3.022926,0.622250,5.349607,0.612263,0.599380,0.567173
0.506084,3.935050,0.531795,4.088416,0.002153,0.002108,0.001994
0.052600,4.302951,1.138952,0.601205,16.560863,16.246347,15.460054
0.983650,6.017457,1.334082,0.325153,0.000331,0.000324,0.000306
0.099248,0.286835,1.218883,0.501971,0.911695,0.893673,0.848617
0.594985,1.526763,1.140611,0.873756,1.192207,1.167134,1.104451
0.232857,4.614973,0.145275,3.120114,1.947827,1.906820,1.804303
1.148893,5.321126,1.409582,5.415007,0.001836,0.001797,0.001701
1.120563,1.458225,1.319444,1.789138,0.212566,0.208091,0.196903
0.017914,1.805363,0.154733,4.708836,3.820741,3.740304,3.539212
0.783244,0.754927,1.250459,0.046084,0.001382,0.001353,0.001281
0.070423,1.072669,0.749472,0.005050,3.090785,3.025778,2.863261
0.402430,1.533877,0.332168,5.684185,1.945977,1.905022,1.802635
1.034025,2.891699,0.851094,3.865605,0.000386,0.000378,0.000358
0.572136,1.901963,0.661182,2.185802,0.024798,0.024276,0.022971
0.147609,1.392069,0.060794,1.506203,2.031822,1.989047,1.882109
0.310208,1.599808,0.847944,0.798790,2.862180,2.801950,2.651375
1.224454,1.265005,1.450682,1.965220,0.026839,0.026274,0.024863
0.519253,5.774332,0.119782,3.942360,0.001345,0.001317,0.001246
0.051648,5.175537,0.163079,5.676655,2.568161,2.514095,2.378928
0.089597,1.518958,0.798406,3.762333,7.737879,7.575812,7.170646
0.121974,2.625566,0.736891,3.058434,0.195526,0.191411,0.181123
0.727700,5.371672,1.225604,4.735325,0.002396,0.002346,0.002220
0.341281,0.505410,0.322898,2.873542,0.005352,0.005240,0.004958
0.002013,3.801336,1.103593,4.131020,15.430622,15.122609,14.352574
1.091510,1.573751,1.544199,1.800345,0.876391,0.857941,0.811816
0.230914,4.745187,0.303005,0.332223,2.841178,2.781364,2.631829
0.117170,5.053821,1.153269,2.354483,11.300568,11.102598,10.607674
0.437701,0.648739,0.190992,4.240752,0.003338,0.003268,0.003092
0.091049,1.657817,0.812058,6.046955,7.497440,7.340309,6.947480
0.217085,4.552836,0.855081,4.363521,2.078853,2.035102,1.925725
0.400503,1.579451,1.161691,5.923264,23.407656,23.046833,22.144779
0.993732,4.435268,1.048851,3.832556,0.022197,0.021730,0.020562
0.134488,4.840792,1.108243,0.458556,14.798920,14.512073,13.794953
0.135413,1.468487,0.311431,2.552069,3.027712,2.963971,2.804617
0.633165,4.935827,0.652018,5.777045,0.078129,0.076484,0.072372
0.472535,1.749556,0.420060,0.899889,0.246622,0.241430,0.228450
0.413725,1.346285,1.159554,5.896020,1.660761,1.631658,1.558901
0.409063,4.950625,0.973177,4.573174,0.234200,0.229270,0.216946
0.019571,5.281074,0.764897,5.005779,6.044323,5.917252,5.599572
0.482256,2.592978,0.625719,1.271891,0.001928,0.001887,0.001786
0.177826,2.350454,0.962114,3.030856,0.165244,0.161779,0.153114
0.653877,1.556665,0.517738,2.557836,0.929450,0.909884,0.860969
0.974472,1.757780,0.721650,1.532042,0.063419,0.062084,0.058746
0.070616,5.107321,1.306746,0.461341,27.510305,27.068634,25.964449
0.451766,3.173744,0.302345,4.243315,0.000943,0.000923,0.000873
0.162906,5.014196,0.576825,3.244092,1.403487,1.373947,1.300099
0.566104,5.445891,0.805706,0.066327,0.002648,0.002592,0.002453
0.071173,3.500019,0.817331,2.657676,0.943803,0.923971,0.874392
0.228903,4.547796,1.404052,2.765916,54.974659,54.461166,53.177437
0.239423,4.805690,0.295357,4.891850,1.808178,1.770111,1.674944
0.551370,4.910480,0.053424,4.430666,0.158044,0.154717,0.146399
0.340262,0.927971,0.547742,0.165850,0.016200,0.015859,0.015006
0.444790,0.800880,0.693756,0.831801,0.003549,0.003474,0.003288
0.692704,1.948643,0.938015,0.744696,0.024816,0.024297,0.022999
0.303548,4.858160,1.082751,3.002018,6.267642,6.149067,5.852630
0.710634,0.436665,0.317439,5.558169,0.000630,0.000616,0.000583
0.321185,1.602816,1.244251,6.249777,21.052557,20.695786,19.803852
0.239638,4.855183,0.408219,3.921751,1.457301,1.426621,1.349921
0.366924,1.786606,0.370582,1.746719,0.268272,0.262624,0.248504
0.417048,1.448625,1.045524,1.862415,0.931137,0.911545,0.862565
0.149612,1.484315,0.729702,2.906354,4.882092,4.779413,4.522716
0.477255,4.058332,0.770547,4.008267,0.004855,0.004753,0.004497
0.605908,1.650544,0.335894,1.291972,0.492186,0.481824,0.455920
0.275349,0.331109,1.226444,0.811692,0.017581,0.017218,0.016310
0.777299,4.606147,0.703911,5.789053,0.467413,0.457592,0.433040
0.624103,4.797908,0.617609,0.270725,1.219296,1.193905,1.130430
0.230108,1.598736,0.490793,5.688270,3.719190,3.640920,3.445246
0.062328,5.780970,0.792135,4.878262,1.392359,1.363091,1.289923
0.530656,4.786665,0.417337,1.660220,1.963657,1.922863,1.820878
0.127804,4.548519,0.678708,4.332031,3.298039,3.228613,3.055045
0.923421,0.805985,0.904190,1.276993,0.000728,0.000712,0.000674
